mz,intensity,rt
710.45376,54535,399
252.22283,56630,401.4
226.15875,233256,424.2
177.13225,29317,98.4
213.18674,19225562,549.6
438.17837,29653,487.2
385.11425,17717,117
363.07141,29594,693
310.1954,44673,538.8
183.01429,53875,123
247.12294,49689,243
192.12294,353697,367.2
549.3588,220389,937.2
200.00368,55093,75
498.39947,263976,1053.6
441.31963,179232,532.8
492.34384,31944,587.4
239.13755,113328,316.8
150.12355,125183,246
157.0231,194231,63.6
473.0706,449359,195
274.27389,216240,774
200.21089,29401,472.8
241.15497,464923,529.8
286.16599,58621,216
375.10486,38454,254.4
293.07051,2938725,240
199.05757,36228,201
224.17536,15943,126
268.94852,73217,60.6
284.15162,65872,735
213.19272,79468,549.6
198.07596,50093,344.4
209.13833,255486,210
576.2507,35830,735
605.40454,71772,572.4
235.06082,31243,274.8
278.22883,44903,404.4
485.09656,18564,237
375.27138,99367,387.6
322.10515,874611,297.6
190.14369,57847,435
179.11749,69129,81
290.13604,40914,254.4
349.13857,87100,63.6
249.06405,18669,1525.8
232.14414,21412374,165
176.04912,19827,283.8
332.27982,193686,853.8
318.10188,21413,826.2
163.03872,62042,424.2
405.13899,96535,393
225.1678,227829,826.2
283.2571,24198,219
263.05535,30294,671.4
362.12293,13306,959.4
187.09627,23326,292.2
218.18939,68373,440.4
149.1072,1868139,231.6
331.14373,7047748,162.6
348.99013,761325,671.4
221.04835,91746,575.4
325.18454,93582,432
766.53114,30275,1062.6
153.11387,42253,216
304.15444,34795980,333
186.08886,50891,561
420.31877,33641,1105.8
330.1329,58972,807.6
536.32723,16911,171.6
342.1701,9117528,210
269.21085,28329,962.4
237.0183,512628,569.4
485.21424,269938,373.2
247.62963,53999,445.8
311.02571,34913,341.4
321.102,6105920,297.6
429.97545,61183,740.4
442.16875,45625,589.8
449.09756,53960,604.8
190.10733,1516034,336
383.21101,119341,924.6
206.12867,680560,104.4
336.05402,42258,364.2
171.13167,58750,57.6
256.84981,31771,225
420.10297,46155,437.4
294.21708,68374,555
178.13384,60972,183.6
229.07106,1123211,336
628.41523,25124,577.8
264.95305,179790,60.6
311.21415,40311,535.8
200.10911,58284,472.8
212.17544,26319,344.4
397.3034,314305,1105.8
198.13047,240642,316.8
288.33276,38027,804.6
155.15415,27200,89.4
221.67119,210395,210
174.05416,6179338,280.8
311.14471,3615397,589.8
733.55015,232904,1105.8
151.02432,63776,228
244.0496,16294,101.4
404.13554,31379,620.4
327.22469,103994,412.8
229.27487,46397,759
534.37296,24580,277.8
227.09038,156606,381.6
360.16984,22116,493.8
377.77301,1328168,387.6
136.11497,33536,240
178.14165,1537630,98.4
212.17192,33834,344.4
258.17518,157065,514.8
246.13614,26838,246
751.5021,3458425,614.4
300.04903,999234,798.6
218.13822,44467,355.8
320.17711,39897,401.4
452.29499,82117,426.6
507.22179,47707,732
167.06999,54327,330.6
473.31802,237790,541.2
262.09975,215480,487.2
301.09141,36763,699
200.0805,53592,472.8
431.1929,37726,523.8
256.19069,825456,768
175.18838,42456,463.8
268.19609,166009,333
334.05762,216792,364.2
845.49919,44183,629.4
240.07852,13005381,592.8
245.05929,259818,243
199.05703,58890,437.4
214.09162,1223577,424.2
612.34759,49428,844.8
221.12899,52684,520.8
188.08508,66511,333
251.19149,52018,325.2
419.08351,43619,277.8
288.19124,70427,454.8
242.12821,32759,159.6
274.11994,128219,665.4
368.16296,35977,216
208.11791,19576,66.6
251.18084,1171638,729.6
192.07129,22899,231.6
189.10905,79925,300.6
242.14901,183380,526.8
312.12066,713284,303
277.19054,80409,655.8
220.16349,41139,234
424.76128,114807,478.8
126.24329,14317,57.6
685.24903,38286,451.8
512.1108,26840,575.4
213.07646,125861,520.8
244.18985,31469,86.4
126.10244,11096607,57.6
459.20665,119569,520.8
365.13366,68156,659.4
208.133,35736,711.6
141.09075,12578,1084.2
321.00452,20296,699
278.15313,35215,401.4
228.28489,117594,759
715.51901,45869,1108.8
552.21102,48964,589.8
180.12111,1278570,514.8
343.18119,60128,358.8
214.09228,14827,249
680.44196,61402,421.8
301.07375,95980,681
248.17744,1050048,523.8
804.54686,19477,1264.2
490.31447,2093579,511.8
512.32264,422122,448.8
228.23242,41470,759
382.23081,53797,246
228.28688,107560,759
185.11624,151253,222
165.05438,713017,313.8
536.25892,61713,256.8
275.11375,92411,826.2
548.34765,99640,720.6
279.15693,29649,75
363.15408,12471,41.4
169.14475,41500,189.6
381.14406,116439,66.6
228.33322,35942,762
207.15698,47532,552.6
287.14145,606573,732
236.06815,29967,598.8
415.27243,13957,1519.8
256.12062,52895,572.4
489.17393,48352,252
358.07062,139898,355.8
248.12895,91139,243
155.1566,83079,249
735.47219,272642,520.8
334.21241,554269,523.8
281.01201,17940,114
426.19123,369656,543.6
334.21259,2779278,308.4
276.19143,2411791,63.6
210.07582,216695,322.8
285.18769,58411,333
217.07439,23944,1480.2
317.17758,49847,523.8
178.13536,36020,98.4
157.02826,246798,63.6
249.07116,50298,460.8
193.05773,2075140,361.8
251.05326,11941,141
239.15647,149750,316.8
396.13688,1196534,51
217.10462,249596,126
388.03803,5864585,440.4
434.27703,58111,511.8
256.15122,31573,511.8
253.15235,52175,451.8
251.03457,78855,520.8
273.12537,11809,117
307.16333,84519,333
324.11796,59065,572.4
645.15667,145979,681
288.32994,46373,804.6
181.08369,161210,219
216.9824,316174,72
315.68715,45983,352.8
322.29474,25646,1050.6
314.08946,52082,624
307.06065,104203,629.4
280.1052,104389,546.6
246.24245,93036,598.8
226.13384,5562800,592.8
305.21995,389887,231.6
292.2098,4227208,406.8
156.10186,208795,300.6
380.11349,42112,83.4
188.10289,19564,138
150.11827,38971,249
179.12575,212873,753
219.14909,86104,277.8
296.04739,21090,213
419.20269,52686,189.6
303.06258,194323,268.8
274.13451,24830,604.8
199.15651,150801,231.6
284.25418,155437,399
205.07174,36775,195
276.2167,19754,838.8
289.03543,271401,399
231.20683,182024,575.4
202.07906,383593,339
246.18507,96386,406.8
298.87729,9664,6.6
666.3909,20388,364.2
144.97573,25825,51
235.18785,81643,390
216.10089,56745,921.6
253.16577,23061326,451.8
251.20428,24891,325.2
197.11119,562665,86.4
312.0674,26734,361.8
192.10865,27439,297.6
123.2273,26622,78
192.07669,4145551,231.6
205.05349,20403,195
556.03817,32183,711.6
749.33941,63256,832.2
326.17442,5820035,432
419.27659,841457,1059.6
428.18691,67665,543.6
188.0733,36624,364.2
189.07564,128493,225
306.15983,401257,333
537.03946,15413,180.6
326.2329,54056,841.8
490.89586,21893,841.8
264.17365,53253,322.8
557.83071,127405,432
296.22773,40334,561
440.7928,18664,463.8
202.20626,175024,641.4
427.78621,48972,572.4
230.1242,51668,638.4
272.23875,160543,313.8
442.31334,104021,549.6
468.29296,343955,502.8
298.26781,123266,635.4
418.27814,34802,237
247.63991,35622,445.8
296.06056,32367,355.8
227.92615,43481,762
216.13826,183582,705.6
462.12473,92371,51
272.13363,24222,604.8
591.3789,54728,499.8
430.08553,17766,114
272.99846,639391,635.4
274.21417,4916184,132
279.16474,44850,881.4
242.15346,45852,632.4
264.22102,35899,322.8
182.14466,683102,289.2
162.12775,18184,265.8
234.1695,31102,262.8
390.27708,62421,475.8
254.06047,32056,499.8
458.64228,32010,626.4
264.17012,10496,165
239.16979,35807,313.8
364.07367,8863560,732
214.11817,50716,735
245.10469,113094,552.6
461.24459,65106,632.4
449.15351,33800,475.8
208.20584,31779,823.2
300.13543,28791,798.6
489.32229,40196,509.4
172.97859,695721,41.4
222.12335,90037,336
300.15725,52002,289.2
479.3038,30484,665.4
370.16415,83975,256.8
134.07117,10673045,313.8
267.18009,37212,135
661.18753,31251,384.6
212.14109,161804,344.4
378.24076,23645,924.6
194.124,144652,66.6
253.01313,401236,635.4
232.12872,18398,168.6
219.11791,29670,347.4
292.10751,2425582,737.4
399.20387,26371,587.4
202.08557,20884968,443.4
269.07746,20722,295.2
253.10285,49324,566.4
234.11298,55866,240
200.12114,160950,472.8
124.95313,127528,126
408.05738,33105,138
157.0171,22071,283.8
254.11019,23059,569.4
226.18532,51755,429.6
261.04871,79459,177.6
254.11497,1539565,655.8
511.15207,78231,490.2
185.15325,19251,671.4
304.06797,46345,268.8
540.36941,25778,454.8
486.19305,45785,240
260.10793,49670,575.4
234.18881,90307,732
283.17534,314988,237
235.16865,1624472,549.6
355.21484,35038,817.2
503.22274,201407,487.2
201.08855,50044,1470.6
524.83181,84076,426.6
326.25377,40479,448.8
369.25279,18789,750
246.13333,70293,243
286.95754,46595,466.8
278.18534,252573,555
324.26614,37709,268.8
189.09985,346099,303
179.11787,11849195,514.8
439.25145,85400,328.2
376.2623,21232,1084.2
242.14,28302,520.8
275.27662,23533,774
279.19366,1950483,424.2
285.18078,9329334,336
295.21237,558746,561
228.25033,157277,759
472.08743,101267,339
346.28517,31044,412.8
237.0579,361810,523.8
547.03177,221793,378.6
288.13445,424408,384.6
512.00926,20659,705.6
316.20188,37338,234
153.12733,236210,823.2
171.14879,11117351,72
468.24738,34464,735
434.79441,23059,620.4
627.86209,22611,367.2
238.88373,21966,41.4
300.13461,49444,286.2
313.20703,152474,445.8
304.15951,236662,333
379.22274,32640134,563.4
184.00592,17541,129
195.06468,17130,1433.4
291.07742,84655,364.2
225.07871,495723,520.8
315.09733,28352,370.2
406.24646,64375,393
222.1268,42258,396
267.17786,34355,132
268.14456,34432,256.8
278.10061,85913,538.8
479.3229,641273,962.4
153.06908,127287,240
174.05477,32579,114
198.13965,125008,316.8
156.97948,35385,117
213.96104,458854,249
264.10563,114528,280.8
315.18471,53182,587.4
409.17125,32176,659.4
318.14509,3599403,584.4
261.14599,356979,768
478.22449,319966,487.2
316.32126,3581989,940.2
180.06321,129109,186.6
466.82272,29670,1105.8
702.44183,78013,558
363.0333,47918,401.4
228.21902,61324,759
495.17914,4010399,490.2
256.11301,1109250,399
246.1378,32675,243
288.94526,187781,529.8
216.1049,122885,529.8
295.20163,37551,561
254.15347,32500,823.2
192.14936,43065,292.2
310.18021,46493,535.8
136.10677,21403,237
205.08544,42510,195
201.08821,55841,401.4
241.10932,47221,632.4
695.12625,55308,774
567.35844,30610,505.8
312.09241,230840,624
332.23539,32187,393
304.17732,66031,333
323.1439,34113,174.6
270.15444,105284,189.6
184.14441,267985,108
436.59905,112659,454.8
446.14851,37024,355.8
202.14337,37706,399
142.97939,86798,51
512.02527,55351,352.8
264.22262,31938,325.2
160.0968,237623,165
571.36996,24378,813.6
272.19084,50334,429.6
243.12873,80511,487.2
259.13869,204077,817.2
421.11835,164917,339
875.8292,17185,171.6
606.05497,22104,753
267.21302,148414,404.4
221.12703,41950,523.8
380.22567,7753889,563.4
288.28094,430911,804.6
149.10717,46210,126
517.84661,86110,555
563.71348,19468,702.6
267.15864,26303,1159.2
397.29593,421187,277.8
206.11037,220049,440.4
294.19633,25353,581.4
528.01099,26236,705.6
171.10158,367759,432
239.17355,53571,313.8
591.42916,52030,1062.6
519.30384,897337,404.4
322.12024,86564,750
417.19486,30265,575.4
160.02962,66395,129
219.11672,6646074,520.8
552.68652,38911,499.8
362.031,43104,632.4
406.76279,99594,443.4
144.1226,23553,44.4
383.27928,42029,274.8
531.32928,381566,937.2
535.10358,149867,401.4
302.08608,75377,629.4
278.09531,43775,538.8
514.25482,58887,426.6
157.06323,116519,60.6
254.03445,13404,123
559.32513,404317,526.8
618.30614,439498,655.8
166.13132,22058,195
443.80709,704458,1105.8
192.14302,167424,538.8
123.13672,32350,78
739.35221,35867,254.4
437.73339,24123,871.8
307.13875,27990,826.2
214.12134,63204,732
384.26422,226073,543.6
204.17458,30277,373.2
164.11479,89288,92.4
354.0245,126630,437.4
494.31485,44679,668.4
480.32624,211453,584.4
153.0814,17230,216
348.72201,65728,370.2
115.09439,125347,207
355.03124,45103,437.4
424.77272,94988,1105.8
124.09666,12355,1081.2
237.13591,42413,424.2
477.11502,121041,396
414.93044,34542,448.8
292.18042,80237,401.4
154.12235,49486,92.4
391.22369,32462,1059.6
516.00787,267363,662.4
162.02407,1822344,132
268.21776,2693424,406.8
580.396,33118,601.8
468.29732,125659,1105.8
384.19208,39925,475.8
200.1638,63287,466.8
247.18037,52161,523.8
295.22471,183029,561
264.22897,42103,322.8
749.51349,32223,614.4
431.97305,35315,740.4
267.05406,2612250,399
415.21072,39209,765
550.3487,40698,358.8
194.12844,42864596,66.6
313.22681,25441,753
135.07446,795618,183.6
916.526,113964,511.8
457.96514,24697,792.6
489.30505,31025,297.6
202.23193,39817,644.4
239.09499,63846,487.2
283.00169,170163,535.8
194.11522,45939,234
510.22254,44863,632.4
624.37127,34307,448.8
606.38902,25847,750
281.16084,4970674,336
217.12867,79938,63.6
234.1121,48977,393
457.79789,129838,493.8
135.04388,85182,292.2
231.08918,183013,543.6
259.08227,26819,370.2
650.25527,110333,783.6
665.83798,51812,78
295.2,39822,561
237.14494,2632045,632.4
582.03277,33595,687
390.03335,321668,440.4
591.40655,50538,1053.6
451.9446,21494,463.8
257.01833,1062674,352.8
499.64688,21881,604.8
178.13264,26449,286.2
249.05603,464338,336
327.00727,21103,535.8
181.16272,72714,393
270.2429,60403,322.8
317.20801,18447,231.6
595.05371,31762,690
201.08853,19930,702.6
380.25464,57995,921.6
516.14333,44480,569.4
420.33035,162721,549.6
278.03456,138345,592.8
364.18262,48053,832.2
363.03677,24746,786.6
288.2206,8610,41.4
218.98011,133013,72
201.07308,71945,409.8
307.11636,33428,350.4
144.10588,13532,44.4
327.17755,344781,432
225.04284,184090,339
236.10773,1900653,732
437.34576,15560,1053.6
296.10188,21324,826.2
242.95839,244083,581.4
389.19724,66473,381.6
339.10632,48118,484.2
185.08074,46533,237
260.19119,2201446,511.8
228.31745,61937,759
497.22014,23749,826.2
220.14085,22784,705.6
300.14783,24335,174.6
279.04229,59321,514.8
386.25607,154383,406.8
501.13101,217830,592.8
226.03731,42464,333
561.87273,96058,561
224.0997,331655,561
438.24425,45145,632.4
250.07704,62069,463.8
243.09548,219340,520.8
183.17402,23926,881.4
565.26095,42212,726
200.12224,43177,475.8
176.09196,27116,289.2
357.19745,92236,308.4
352.07335,41281,437.4
126.12145,6549,44.4
273.20392,5394136,429.6
194.11761,89089,57.6
144.17444,72387,541.2
134.06389,15150,186.6
267.21669,43181,424.2
595.39008,29884,684
316.2369,23313,231.6
148.079,111540,396
631.36179,151806,832.2
247.04841,41253,484.2
312.23908,76260,448.8
265.1314,62145,336
567.30528,88868,896.4
214.11784,56990,424.2
228.25932,179381,759
197.07858,12883,1242.6
613.40672,28008,614.4
254.07794,24627,141
548.35616,1405277,937.2
349.23816,261140,418.8
251.23212,28091,325.2
375.10374,23362,496.8
168.149,519381,66.6
500.13954,1788578,378.6
533.35319,30972,517.8
205.06539,24334,195
311.22725,55193,535.8
596.38354,25258,1062.6
417.18547,68508,646.8
234.16098,33537,509.4
333.13823,119476,63.6
236.1,59890,108
366.0552,46178,813.6
241.16249,1852816,132
262.15478,276530,361.8
231.14399,49144,714.6
450.09218,96119,659.4
393.19311,56265,699
490.337,23559,690
251.34877,32377,325.2
285.08571,65770,629.4
267.18488,17299,138
264.17433,61335,484.2
315.06084,125206,373.2
238.14629,44058,614.4
202.22796,84835,641.4
554.33467,34877,499.8
404.02758,32455,786.6
257.10695,27089,604.8
240.06525,275619,566.4
397.22668,58447,517.8
195.0085,132482,201
198.04196,41674,316.8
311.27387,102734,804.6
237.11971,215258,424.2
451.0896,121867,231.6
239.08884,14942,1276.8
618.89734,27114,577.8
296.16445,89493,655.8
137.00884,21508,159.6
274.10711,29576,587.4
214.08517,13547,3.6
743.41908,2950598,921.6
397.28387,34512,514.8
749.41476,119038,254.4
206.11747,166653,325.2
296.17757,29982,823.2
484.38327,19710,994.2
209.12841,23080,271.8
649.42307,66862,581.4
370.26532,120934,390
485.14814,22840,216
229.19905,136135,632.4
556.21578,263623,720.6
249.13241,39285,448.8
266.20091,287422,322.8
254.15081,71563,563.4
552.34868,63635,499.8
475.12087,93142,336
375.23404,36451,256.8
264.1742,212972,569.4
406.26496,34468,445.8
207.11301,117517,440.4
211.03757,530751,51
256.17714,183341,511.8
556.2396,62786,589.8
236.15426,14675024,614.4
528.00503,41908,708.6
281.24721,23463,965.4
291.19548,164137,841.8
256.13074,2464309,502.8
300.00245,22312,687
180.13578,18843,652.8
556.83811,36621,520.8
298.27979,161652,644.4
160.61334,73562,271.8
203.08876,1510871,443.4
206.1383,11986,144
153.05446,655914,303
470.34311,205685,555
384.10994,214491,47.4
294.20656,353007,838.8
279.09109,6363547,249
280.19064,2889774,347.4
527.16824,263316,401.4
362.32551,29582,900
199.18848,23176,308.4
384.23742,39647,297.6
522.02185,19891,674.4
244.95547,129378,581.4
275.17094,35623,81
126.10612,33658,44.4
193.14725,46182,541.2
527.81761,50431,481.8
290.0419,32923,111
277.11787,46913,387.6
251.16658,55140,328.2
551.28135,18928,111
283.24284,966373,399
174.97532,27454,1390.2
455.30297,137537,466.8
553.11392,42721,384.6
539.35839,249111,555
329.19918,66854,737.4
287.15037,37109,735
549.83393,34787,487.2
311.10986,51994,626.4
320.07655,984929,786.6
270.19135,479076,262.8
208.15252,2788261,552.6
361.22212,5583150,921.6
239.14769,38138,614.4
163.13179,1127275,262.8
261.19444,47149,511.8
185.12801,68759,216
272.17621,71742,726
157.03852,342930,63.6
228.30305,56747,759
316.2388,28427,234
236.90623,10720,28.8
176.05112,1983787,280.8
123.09141,20838058,78
232.11574,32717,240
344.6891,18163,367.2
341.16109,720607,509.4
280.10244,4372483,538.8
599.38986,203676,259.8
288.30963,53254,780.6
155.10648,87415,484.2
404.9307,27185,249
576.37614,100919,529.8
191.17955,1839260,823.2
235.21664,31159,297.6
241.1524,30056,373.2
714.4728,23437,699
745.42513,151601,921.6
483.9764,43559,699
164.11104,32595,92.4
384.00041,46774,798.6
364.22603,27576,509.4
312.20736,38538,435
205.06621,43437,364.2
236.06252,667673,543.6
467.80181,512175,404.4
483.98949,48295,662.4
329.24538,328782,1099.8
201.19607,40143,529.8
582.40197,24258,690
368.25449,838111,390
200.00879,22228,283.8
185.17273,25752,114
147.08031,34052,478.8
192.98222,104474,249
427.76773,210490,665.4
213.19603,34686,549.6
213.14207,43285,81
351.95645,197389,740.4
563.35291,254458,523.8
253.18173,40748,448.8
200.17773,25656,472.8
231.11043,15533326,390
220.12355,40898,305.4
128.1069,80846,350.4
593.3724,28268,607.8
319.07955,40501,786.6
557.16933,15779,180.6
264.02417,327807,448.8
614.88208,60240,614.4
586.41509,52273,437.4
455.26517,3137838,330.6
263.20768,33762,555
250.17527,74122,322.8
433.18588,2062969,341.4
311.10113,72777,51
309.22725,51860,448.8
230.88962,39774,9.6
239.12985,33994,316.8
305.30149,37509,844.8
206.11724,28504,589.8
288.26578,95295,804.6
575.39032,28573,1470.6
285.0728,68994,629.4
392.16215,100810,587.4
360.22752,30612,361.8
208.09287,25166,364.2
312.13948,360970,344.4
586.70674,32846,717
258.20579,31961,231.6
489.64448,33109,638.4
590.24028,40906,720.6
591.1322,64895,358.8
379.23018,228674,566.4
178.12002,71089,286.2
305.28793,1273536,865.8
532.2989,30015,171.6
248.0699,1058970,153.6
228.23218,877308,595.8
279.1093,28137,817.2
442.18165,26845,783.6
814.86153,17149,171.6
345.06673,371957,117
151.08825,33246,381.6
354.12192,22580,295.2
215.12465,33392,735
261.07145,64631,832.2
157.08568,8109,63.6
216.10111,17771544,526.8
237.07766,171054,443.4
476.10254,181601,499.8
371.1742,39709,256.8
147.15703,36561,355.8
235.14799,8191574,632.4
318.25399,476129,305.4
317.18366,209745,183.6
458.92779,791317,792.6
346.06894,126655,378.6
196.10635,14191,231.6
442.33293,15174,207
748.51304,79424,617.4
240.08336,82735,595.8
400.06304,22245,198
331.23791,274764,726
264.07779,77856,75
144.13814,34227,186.6
135.08036,106701,659.4
221.16395,1540096,532.8
247.17898,26838,523.8
435.19998,400145,523.8
400.21706,655024,584.4
153.1313,148628,198
240.17002,25175,135
363.1423,93566,509.4
116.98438,54838,1504.2
642.47251,150561,765
213.15236,16022,126
316.22322,55661,234
143.10655,69470,376.2
132.10177,236616,98.4
230.11259,107362,635.4
272.1787,72606,726
259.15834,120637,472.8
270.2287,153756,313.8
310.22829,172876,535.8
272.25835,290575,786.6
350.96232,25180,740.4
528.40833,22585,994.2
192.13056,100770,538.8
503.13863,164096,378.6
398.27379,43684,418.8
276.21961,27506,132
232.1514,55442,168.6
464.26186,436478,655.8
616.28659,276533,587.4
549.34304,33984,598.8
212.45818,38029,373.2
384.0867,45422,457.8
457.26946,18023,1308.6
300.15402,69115,174.6
448.10867,64019,339
430.24325,13057483,311.4
306.18493,28572,520.8
555.70283,47554,711.6
393.11921,46092,316.8
126.03139,14082,168.6
538.35494,23791,595.8
332.07756,1434964,737.4
408.75347,31644,390
465.15434,46358,396
218.14948,692108,57.6
445.30099,49518,490.2
451.22886,13763,1075.2
212.0838,17653192,543.6
423.14297,19418,162.6
398.27356,36392,286.2
300.12962,38931,289.2
178.9637,29522,884.4
214.09347,17816,249
279.09796,52401,249
203.08265,201739,443.4
317.20015,56245,526.8
202.34176,34928,641.4
493.98126,63926,665.4
138.05662,32663,69
636.8954,39222,617.4
164.1261,545110,283.8
338.23197,23306,1196.4
489.99721,40919,662.4
595.278,274538,546.6
267.2034,105240,426.6
595.28968,47383,448.8
426.14911,49068,339
256.09625,37474,569.4
236.13801,16943,144
191.11761,34577,355.8
284.14886,49459,735
233.1054,50822,240
575.13536,169345,632.4
509.34522,69715,629.4
300.24417,1752996,435
455.27201,59857,466.8
234.17003,103582,595.8
398.09906,49460,896.4
163.12633,30981,280.8
199.1324,22391,826.2
812.92818,14589,150
281.16311,53609,546.6
227.16391,46573,699
189.21543,34429,300.6
159.03776,190553,66.6
176.10694,46383,292.2
264.21293,52572,322.8
315.07544,165355,361.8
382.26444,284132,934.2
210.0986,236590,168.6
180.08064,59633,690
479.04536,57592,350.4
196.13463,98922,69
419.10029,466369,437.4
310.13516,120898,589.8
301.15044,3794932,286.2
330.13693,333433,406.8
346.25104,62057,457.8
184.10654,14173,186.6
151.07295,18724,231.6
446.81621,25919,1105.8
308.05705,41586,361.8
235.02727,50015,463.8
552.39008,42621,347.4
685.453,53343,662.4
304.16432,73074,330.6
216.08778,1341885,478.8
378.03456,182318,753
198.98494,95465,9.6
289.06366,41333,566.4
696.43736,113550,370.2
273.16638,22750,1261.2
339.13882,34452,41.4
126.11938,6661,51
331.13054,211896,47.4
500.2158,19264,243
228.41856,68020,759
370.20248,35727,256.8
344.22812,2681144,265.8
238.08998,47989,300.6
304.09396,28100,475.8
431.24372,44341,316.8
256.06455,29139,308.4
498.24507,56932,783.6
304.1431,90025,330.6
390.14912,64447,41.4
202.07001,34355,443.4
538.36143,1508751,330.6
219.14911,137461,111
244.13004,41985,909
125.03875,10530,31.8
293.16446,1312655,404.4
347.13611,19858,72
184.12895,12823,183.6
409.75609,74538,514.8
380.03068,28647,753
215.08356,66542,543.6
211.09415,14875,1065.6
368.24087,19872,735
229.14091,71209,415.8
288.24687,35935,804.6
332.97125,48441,632.4
288.27172,92934,804.6
385.10043,211839,662.4
202.09585,25544,443.4
175.91394,26061,104.4
280.16212,27051,162.6
285.00321,959693,448.8
431.06688,37460,607.8
345.30022,152270,1078.2
469.77769,193989,404.4
189.0946,71714,300.6
202.22045,354920,641.4
267.1702,6943637,344.4
416.27089,56189,529.8
764.47915,238995,644.4
544.36699,20170,668.4
351.7157,54944,418.8
483.25267,68944,487.2
295.066,40428,240
126.11175,9253,57.6
192.12792,65426,538.8
545.20044,171776,526.8
197.14729,24785,66.6
298.22333,41687,451.8
254.17468,32879,108
311.21934,128230,984.6
627.52759,32199,681
195.09962,137947,690
212.12632,189514,265.8
222.14869,152442,132
431.14995,16921,222
139.07284,27597,162.6
239.02555,66512,629.4
172.07546,14443,138
276.1589,72310,463.8
342.21227,107228,364.2
164.135,63719,129
289.30119,52827,804.6
319.06772,40639,786.6
251.15171,52459,325.2
417.20394,55040,646.8
316.99522,56579,141
469.35252,69229,274.8
266.23221,40445,649.8
391.1474,79448,92.4
474.96761,33143,626.4
199.95588,111634,69
393.26401,592145,437.4
550.343,31289,720.6
278.15805,34365,111
315.07144,43894,699
142.14165,30680,204
263.17481,30623,659.4
172.14511,424548,268.8
241.16462,50179,57.6
578.85165,58805,526.8
247.12882,77812,344.4
707.46362,34137,665.4
458.8139,50569,575.4
301.19881,47483,252
446.27266,31454,325.2
178.11893,67790,286.2
693.44789,41371,592.8
194.12527,363721,69
515.20682,54220,546.6
254.13397,62051,563.4
247.12123,33616,714.6
322.0734,233635,786.6
377.30872,35335,865.8
571.35474,22075,607.8
236.15873,145779,614.4
226.19282,60072,426.6
656.43145,67903,617.4
232.11116,40802,243
513.32632,29761,705.6
474.30847,57776,437.4
512.22288,51212,581.4
195.06512,168639,424.2
234.13309,7144,75
383.24221,31188,165
314.03077,37332,361.8
343.06863,896396,117
514.30617,138567,418.8
250.15881,2222150,376.2
173.11688,6853,83.4
533.09355,354643,308.4
202.10716,13891,123
305.1283,29495,896.4
233.16492,954595,607.8
442.18364,26939,352.8
296.18371,117435,454.8
342.02371,52841,832.2
451.32323,113317,426.6
295.18886,1560604,581.4
249.20403,45351,406.8
298.078,121267,732
257.1053,57702,635.4
123.06311,66117,228
231.00828,152765,341.4
200.08467,28289,484.2
228.24516,62565,762
305.06435,199726,86.4
143.07021,47546,150
424.20549,43427,390
130.96646,13500,1143.6
454.12125,819199,499.8
389.15019,265940,92.4
194.15405,48958,520.8
215.05898,95526,601.8
291.12502,48316,256.8
258.9241,7637,35.4
424.2213,33721,435
132.11279,34766,44.4
272.193,16603,262.8
379.24055,951105,584.4
280.99288,24151,460.8
157.04271,271834,63.6
611.06288,23766,774
212.17323,48758,373.2
256.12902,32233,511.8
316.05877,57833,463.8
407.27963,205967,514.8
259.0106,101114,687
192.1154,74828,297.6
448.3486,16689,1499.4
232.14441,36300,655.8
407.58345,36122,443.4
121.07842,75364,86.4
299.19109,98416,626.4
307.11151,6806429,344.4
472.25212,47630,432
311.13635,3783502,344.4
281.18187,16853,114
320.98109,25745,687
347.20359,1383428,448.8
389.12519,87133,659.4
383.18298,1910670,509.4
270.09044,33004,162.6
510.33771,565142,509.4
344.0742,1275346,810.6
229.23541,83415,595.8
408.15292,103709,51
121.05877,37178,295.2
279.04018,37041,259.8
198.14211,89413,316.8
470.23635,66341,520.8
363.09192,29718,589.8
315.05414,981393,638.4
678.44183,34965,626.4
320.96987,59298,532.8
448.16971,52122,440.4
249.18239,3851602,823.2
257.17032,516594,729.6
164.11224,48160,92.4
134.07938,16804,186.6
225.8283,44312,426.6
166.12375,19467,92.4
294.09935,40103,387.6
220.13903,59731,305.4
170.12831,2019193,57.6
459.23529,109562,466.8
447.13223,791766,523.8
174.9755,398948,41.4
224.08324,50274,303
324.1015,1132439,352.8
209.15476,65626,552.6
365.13449,20558,859.8
251.17548,36157028,325.2
727.35781,118142,832.2
268.17352,1083012,344.4
310.1568,37967,589.8
150.08318,40126,381.6
251.06737,28663,756
781.52721,116056,1105.8
245.24874,65511,274.8
269.10852,171917,246
153.29472,20410,216
235.05322,47290,330.6
520.32351,45775,546.6
318.0822,35297,355.8
344.17573,111725,210
195.09935,118945,484.2
300.1784,70643,381.6
557.30332,164545,729.6
190.10724,15969,213
311.05081,359385,364.2
173.0773,47647,421.8
505.15967,92819,577.8
122.09616,90039,147
142.94949,629019,41.4
177.14192,69238,98.4
268.22668,31778,896.4
123.09401,82108,78
272.18773,61242,429.6
407.24905,81544,443.4
218.08326,29591,478.8
248.63121,274851,448.8
543.32162,482030,726
323.02184,25940,798.6
571.33578,37065,614.4
437.29816,168768,514.8
248.96666,7038,31.8
151.03653,21211,159.6
256.09403,121954,393
285.02732,47580,373.2
